Marca,Modello,Anno,Serie,Carrozzeria,Posti,Lunghezza,Larghezza,Altezza,Passo,Peso a vuoto,Altezza da terra,Volume bagagliaio,Massa totale,Alimentazione,Cilindrata,Cavalli,Cilindri,Diametro cilindro,Corsa pistone,Cambio,Trazione,Velocità massima,Consumo città,Consumo extraurbano,Consumo misto,Accelerazione a 100 km/h,Volume serbatoio
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,,145,,,Benzina,1839,140,4,"82,5",86,Manuale,Anteriore,,"7,3",,"6,7",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,,145,,,Benzina,1809,88,4,83,"83,6",Manuale,Anteriore,,"6,9",,"6,4",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,1190,145,,,Benzina,1838,110,4,82,86,Manuale,Trazione integrale (AWD),,"8,4",,"7,4",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,,145,,,Benzina,1809,88,4,83,"83,6",Manuale,Trazione integrale (AWD),,"7,3",,"6,4",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4550,1690,1390,2550,1320,130,,,Benzina,1998,140,4,86,86,Automatico,Anteriore,,"10,9","5,8","7,8",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,,145,,,Benzina,1998,140,4,86,86,Automatico,Trazione integrale (AWD),,"9,5",,"8,2",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,1100,145,,,Diesel,1974,67,4,85,86,Automatico,Anteriore,,7,,"6,4",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,1100,145,,,Diesel,1974,67,4,85,86,Manuale,Anteriore,,7,,"6,2",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,1110,145,,,Benzina,1998,140,4,86,86,Manuale,Anteriore,,"6,9",,"6,1",,60
Nissan,Bluebird,1987,Aussie hatchback,Berlina,5,4521,1690,1375,2550,1250,145,,,Benzina,1998,140,4,86,86,Manuale,Trazione integrale (AWD),,"9,5",,"8,4",,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1040,145,,,Benzina,1598,79,4,78,84,Automatico,Anteriore,,"8,3","5,1",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,990,145,,,Benzina,1598,79,4,78,84,Manuale,Anteriore,,"6,8","3,9",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1060,145,,,Benzina,1838,110,4,83,86,Automatico,Anteriore,,"8,9","4,9",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1050,145,,,Benzina,1809,88,4,83,"83,6",Automatico,Anteriore,,"9,1",5,,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1395,2550,1200,160,,,Benzina,1838,110,4,83,86,Automatico,Trazione integrale (AWD),,"10,3","5,7",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1395,2550,1200,160,,,Benzina,1809,88,4,83,86,Automatico,Trazione integrale (AWD),,"10,9",6,,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1050,145,,,Benzina,1838,110,4,83,86,Manuale,Anteriore,,"7,4","4,3",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,,145,,,Benzina,1839,140,4,"82,5",86,Manuale,Anteriore,,"7,4",,,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1000,145,,,Benzina,1809,88,4,83,86,Manuale,Anteriore,,"7,2","4,4",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1395,2550,1170,160,,,Benzina,1838,110,4,83,86,Manuale,Trazione integrale (AWD),,"8,6","5,1",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1395,2550,1160,160,,,Benzina,1809,88,4,83,86,Manuale,Trazione integrale (AWD),,"9,1","5,3",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1100,145,,,Benzina,1838,110,4,83,86,Automatico,Anteriore,,"9,6","5,2",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1150,145,,,Benzina,1809,135,4,83,"83,6",Automatico,Anteriore,,10,"5,6",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1080,145,,,Benzina,1809,88,4,83,"83,6",Automatico,Anteriore,,"9,6","5,2",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1390,2550,1280,150,,,Benzina,1809,135,4,,,Automatico,Trazione integrale (AWD),,"11,6","6,2",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1060,145,,,Benzina,1838,110,4,83,86,Manuale,Anteriore,,"7,7","4,6",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1110,145,,,Benzina,1809,135,4,83,"83,6",Manuale,Anteriore,,"8,3","5,2",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1030,145,,,Benzina,1809,88,4,83,"83,6",Manuale,Anteriore,,"7,8","4,7",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1390,2550,1250,150,,,Benzina,1809,135,4,83,"83,6",Manuale,Trazione integrale (AWD),,"9,1","5,7",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1365,2550,1360,150,,,Benzina,1809,173,4,83,"83,6",Automatico,Trazione integrale (AWD),210,"12,8","6,4",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1365,2550,1280,150,,,Benzina,1809,173,4,83,"83,6",Manuale,Trazione integrale (AWD),210,"10,2","5,5",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1140,145,,,Diesel,1952,67,4,85,86,Automatico,Anteriore,,7,"4,1",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1110,145,,,Diesel,1974,67,4,85,86,Manuale,Anteriore,,7,"3,5",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1150,145,,,Benzina,1998,140,4,86,86,Automatico,Anteriore,,10,"5,7",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1390,2550,1280,150,,,Benzina,1998,140,4,86,86,Automatico,Trazione integrale (AWD),,"11,9","6,6",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1375,2550,1110,145,,,Benzina,1998,140,4,86,86,Manuale,Anteriore,,"8,6",5,,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1390,2550,1250,150,,,Benzina,1998,140,4,86,86,Manuale,Trazione integrale (AWD),,"9,6","5,6",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1390,2550,1360,150,,,Benzina,1998,205,4,86,86,Automatico,Trazione integrale (AWD),,"12,7","6,5",,,60
Nissan,Bluebird,1987,Berlina,Berlina,5,4520,1690,1390,2550,1320,150,,,Benzina,1998,205,4,86,86,Manuale,Trazione integrale (AWD),,"10,5","5,6",,,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1598,79,4,78,83,Automatico,Anteriore,,,,"6,6",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1598,79,4,78,83,Manuale,Anteriore,,,,"7,2",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1838,110,4,82,86,Automatico,Anteriore,,,,"6,9",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1809,88,4,,,Automatico,Anteriore,,,,"6,6",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1838,110,4,82,86,Automatico,Trazione integrale (AWD),,,,"7,3",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1809,88,4,83,"83,6",Automatico,Trazione integrale (AWD),,"7,4",,"6,9",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1838,110,4,83,86,Manuale,Anteriore,,7,,"6,5",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1839,140,4,"82,5",86,Manuale,Anteriore,,"7,4",,"6,8",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1809,88,4,,,Manuale,Anteriore,,7,,"6,5",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1838,110,4,82,86,Manuale,Trazione integrale (AWD),,"8,6",,"7,5",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1809,88,4,,,Manuale,Trazione integrale (AWD),,"7,4",,"6,5",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,1100,145,,,Diesel,1974,67,4,,,Automatico,Anteriore,,7,,"6,5",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Diesel,1974,67,4,,,Manuale,Anteriore,,7,,"6,4",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1998,140,4,86,86,Automatico,Anteriore,,"8,6",,"7,9",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1998,140,4,86,86,Automatico,Trazione integrale (AWD),,"9,6",,"8,4",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1998,140,4,86,86,Manuale,Anteriore,,7,,"6,4",,60
Nissan,Bluebird,1987,Hardtop,Hardtop,5,4530,1690,1375,2550,,145,,,Benzina,1998,140,4,86,86,Manuale,Trazione integrale (AWD),,"9,6",,"8,5",,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1405,2620,1120,150,,,Benzina,1596,97,4,76,88,Automatico,Anteriore,,"8,2",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1100,150,,,Benzina,1596,97,4,76,88,Manuale,Anteriore,,7,,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1180,145,,,Benzina,1838,125,4,"82,5",86,Automatico,Anteriore,,"7,6",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1190,145,,,Benzina,1838,125,4,"82,5",86,Automatico,Trazione integrale (AWD),,10,,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1160,145,,,Benzina,1838,125,4,"82,5",86,Manuale,Anteriore,,"6,8",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1170,145,,,Benzina,1838,125,4,"82,5",86,Manuale,Trazione integrale (AWD),,"8,4",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1240,150,,,Benzina,1998,145,4,86,86,Automatico,Anteriore,,9,,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1220,150,,,Benzina,1998,145,4,86,86,Manuale,Anteriore,,"7,5",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1370,150,,,Benzina,1998,210,4,86,86,Automatico,Anteriore,,"10,8",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1360,150,,,Benzina,1998,210,4,86,86,Manuale,Anteriore,,"9,5",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1370,145,,,Diesel,1973,76,4,,,Automatico,Trazione integrale (AWD),,"6,4",,,,60
Nissan,Bluebird,1991,Berlina,Berlina,5,4585,1695,1410,2620,1340,145,,,Diesel,1973,76,4,,,Manuale,Trazione integrale (AWD),,"5,5",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1200,140,,,Benzina,1769,123,4,80,88,Automatico,Anteriore,,"6,9",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1420,2600,1370,155,,,Benzina,1838,123,4,"82,5",86,Automatico,Trazione integrale (AWD),,,,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1250,140,,,Benzina,1769,128,4,80,88,Variatore,Anteriore,,,,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1180,140,,,Benzina,1769,123,4,80,88,Manuale,Anteriore,,"5,9",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1420,2600,1350,155,,,Benzina,1838,123,4,"82,5",86,Manuale,Trazione integrale (AWD),,,,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1380,140,,,Benzina,1998,143,4,86,86,Automatico,Anteriore,,"8,6",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1240,140,,,Diesel,1973,75,4,"84,5",88,Automatico,Anteriore,,"6,2",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1230,140,,,Diesel,1973,75,4,"84,5",88,Manuale,Anteriore,,"5,1",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1360,140,,,Benzina,1998,143,4,86,86,Manuale,Anteriore,,"7,2",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1420,2600,1370,155,,,Benzina,1998,143,4,86,86,Automatico,Trazione integrale (AWD),,,,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1270,140,,,Benzina,1998,143,4,86,86,Variatore,Anteriore,,"6,5",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1270,140,,,Benzina,1998,188,4,86,86,Variatore,Anteriore,,,,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1395,2600,1170,140,,,Benzina,1998,143,4,86,86,Manuale,Anteriore,,"5,9",,,,60
Nissan,Bluebird,1996,Berlina,Berlina,5,4565,1695,1420,2600,1350,155,,,Benzina,1998,143,4,86,86,Manuale,Trazione integrale (AWD),,,,,,60
Nissan,Caravan,1973,Long minivan,Minivan,7,4690,1690,1905,2130,1425,175,3045,2420,Benzina,1596,82,4,78,82,Manuale,Posteriore,125,"10,2","6,4",,,48
Nissan,Caravan,1973,Long minivan,Minivan,7,4690,1690,1905,2130,1325,175,3045,2420,Benzina,1798,101,4,78,82,Manuale,Posteriore,125,12,"7,1",,,48
Nissan,Caravan,1973,Long minivan,Minivan,7,4690,1690,1905,2130,1325,175,3045,2420,Benzina,1998,126,4,83,"87,2",Manuale,Posteriore,125,"14,7","7,8",,,48
Nissan,Caravan,1973,Minivan 4-porte,Minivan,6,4009,1690,1905,2130,1325,175,3045,2520,Benzina,1596,82,4,78,82,Manuale,Posteriore,125,"10,2","6,4",,,48
Nissan,Caravan,1973,Minivan 4-porte,Minivan,6,4009,1690,1905,2130,1325,175,3045,2520,Benzina,1798,101,4,78,82,Manuale,Posteriore,125,12,"7,1",,,48
Nissan,Caravan,1973,Minivan 4-porte,Minivan,6,4009,1690,1905,2130,1325,175,3045,2565,Benzina,1998,126,4,83,"87,2",Manuale,Posteriore,125,"14,7","7,8",,,48
Nissan,Caravan,1980,Minivan,Minivan,7,4009,1690,1905,2130,1325,175,3045,2565,Benzina,1567,75,4,78,82,Manuale,Posteriore,135,"8,9","6,3","7,7","17,7",52
Nissan,Caravan,1980,Minivan,Minivan,7,4009,1690,1905,2130,1325,175,3045,2565,Benzina,1770,77,4,85,78,Manuale,Posteriore,145,"8,8","6,2","7,8",16,52
Nissan,Caravan,1980,Minivan,Minivan,7,4009,1690,1905,2130,1325,175,3045,2565,Benzina,1982,85,4,85,86,Manuale,Posteriore,135,"8,9","6,3","7,7","17,7",52
Nissan,Caravan,1980,Minivan,Minivan,7,4009,1690,1905,2130,1325,175,3045,2565,Diesel,2164,110,4,85,86,Automatico,Posteriore,150,"9,1","5,6","7,2","10,2",52
Nissan,Caravan,1980,Minivan,Minivan,7,4009,1690,1905,2130,1325,175,3045,2565,Diesel,2164,64,4,85,86,Manuale,Posteriore,135,"9,1","5,6","7,2",22,52
Nissan,Caravan,1980,Minivan,Minivan,7,4009,1690,1905,2130,1325,175,3045,2565,Diesel,2289,69,4,85,86,Manuale,Posteriore,145,"9,8",6,"7,6",18,52
Nissan,Caravan,1983,Minivan,Minivan,8,4009,1690,1905,2130,1325,175,3045,2565,Benzina,1982,85,4,85,86,Manuale,Posteriore,135,"8,9","6,3","7,7","17,7",52
Nissan,Caravan,1983,Minivan,Minivan,8,4009,1690,1905,2130,1325,175,3045,2565,Diesel,2164,110,4,85,86,Automatico,Posteriore,150,"9,1","5,6","7,2","10,2",52
Nissan,Caravan,1983,Minivan,Minivan,8,4009,1690,1905,2130,1325,175,3045,2565,Diesel,2164,64,4,85,86,Manuale,Posteriore,135,"9,1","5,6","7,2",22,52
Nissan,Caravan,1983,Minivan,Minivan,8,4009,1690,1905,2130,1325,175,3045,2565,Diesel,2289,69,4,85,86,Manuale,Posteriore,145,"9,8",6,"7,6",18,52
Nissan,Caravan,1986,Minivan,Minivan,6,4420,1690,1950,2375,1470,175,,,Benzina,1998,120,4,,,Automatico,Trazione integrale (AWD),,,,"7,1",,65
Nissan,Caravan,1986,Minivan,Minivan,6,4690,1690,1950,2645,1550,175,,,Benzina,1998,120,4,,,Automatico,Posteriore,,,,"7,1",,65
Nissan,Caravan,1986,Minivan,Minivan,3,4420,1690,1968,2375,1390,190,,,Benzina,1998,88,4,,,Manuale,Trazione integrale (AWD),,,,"7,5",,65
Nissan,Caravan,1986,Minivan,Minivan,3,4420,1690,1965,2375,1470,190,,,Benzina,1952,91,4,85,86,Manuale,Trazione integrale (AWD),,,,"7,5",,65
Nissan,Caravan,1986,Minivan,Minivan,6,4420,1690,1950,2375,1470,175,,,Benzina,1998,120,4,,,Manuale,Trazione integrale (AWD),,,,"7,1",,65
Nissan,Caravan,1986,Minivan,Minivan,6,4690,1690,1950,2645,1550,175,,,Benzina,1998,120,4,,,Manuale,Posteriore,,,,"7,1",,65
Nissan,Caravan,1986,Minivan,Minivan,6,4520,1690,1965,2375,1790,,,,Diesel,2663,130,4,96,92,Automatico,Posteriore,,,,,,65
Nissan,Caravan,1986,Minivan,Minivan,6,4520,1690,1965,2375,1790,,,,Diesel,2663,130,4,96,92,Automatico,Posteriore,,,,,,65
Nissan,Caravan,1986,Minivan,Minivan,6,4525,1725,1990,2375,2100,,,,Diesel,2663,110,4,96,92,Automatico,Completo di plug-in,,,,,,60
Nissan,Caravan,1986,Minivan,Minivan,6,4690,1690,1965,2645,1730,,,,Diesel,2663,85,4,96,92,Manuale,Posteriore,,,,,,65
Nissan,Caravan,1986,Minivan,Minivan,6,4690,1690,1965,2645,1730,,,,Diesel,2663,85,4,96,92,Manuale,Completo di plug-in,,,,,,65
Nissan,Caravan,1986,Minivan,Minivan,6,4690,1690,1965,2645,1790,,,,Diesel,2663,85,4,96,92,Manuale,Completo di plug-in,,,,,,65
Nissan,Caravan,1986,Minivan,Minivan,6,4520,1690,1990,2375,1730,,,,Diesel,2663,85,4,96,92,Manuale,Completo di plug-in,,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4690,1690,1990,2415,1650,170,,,Benzina,1998,120,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4690,1690,1990,2415,1650,170,,,Benzina,1998,120,4,,,Manuale,Posteriore,,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4990,1690,2285,2715,1730,170,,,Benzina,2388,140,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4690,1690,1990,2415,1650,170,,,Diesel,2953,130,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4690,1690,1990,2415,1650,170,,,Diesel,2953,130,4,,,Automatico,Trazione integrale (AWD),,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4990,1690,2285,2715,1730,170,,,Diesel,2953,130,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4690,1690,1990,2415,1650,170,,,Diesel,2953,130,4,,,Manuale,Posteriore,,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4690,1690,1990,2415,1650,170,,,Diesel,2953,130,4,,,Manuale,Trazione integrale (AWD),,,,,,65
Nissan,Caravan,2001,Minivan,Minivan,5,4990,1690,2285,2715,1730,170,,,Diesel,2953,130,4,,,Manuale,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4695,1690,1990,2415,,170,,,Benzina,1998,130,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4695,1690,1990,2415,,170,,,Benzina,1998,130,4,,,Manuale,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4995,1690,1990,2415,,170,,,Benzina,2488,147,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4995,1690,1990,2415,,170,,,Benzina,2488,147,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4695,1690,1990,2415,,170,,,Diesel,2953,130,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4695,1690,1990,2415,,170,,,Diesel,2953,130,4,,,Automatico,Trazione integrale (AWD),,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4995,1690,1990,2415,,170,,,Diesel,2953,130,4,,,Automatico,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4995,1690,2285,2715,,170,,,Diesel,2953,130,4,,,Automatico,Trazione integrale (AWD),,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4695,1690,1990,2415,,170,,,Diesel,2953,130,4,,,Manuale,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4995,1690,1990,2415,,170,,,Diesel,2953,130,4,,,Manuale,Posteriore,,,,,,65
Nissan,Caravan,2005,Minivan,Minivan,5,4995,1690,1990,2415,,170,,,Diesel,2953,130,4,,,Manuale,Posteriore,,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,1260,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,1280,185,,,Benzina,1998,123,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,,185,,,Benzina,1983,99,4,"87,2",83,Manuale,Posteriore,140,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,1280,185,,,Benzina,1998,123,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,,185,,,Benzina,1983,99,4,"87,2",83,Manuale,Posteriore,140,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Diesel,2164,69,4,73,"78,6",Manuale,Posteriore,120,,,,,65
Nissan,Cedric,1965,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Diesel,2164,69,4,73,"78,6",Manuale,Posteriore,120,,,,,65
Nissan,Cedric,1965,station wagon,Station Wagon,5,4690,1690,1455,2690,1260,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1965,station wagon,Station Wagon,5,4690,1690,1455,2690,1300,185,,,Benzina,1998,113,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1965,station wagon,Station Wagon,5,4690,1690,1455,2690,1320,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1965,station wagon,Station Wagon,5,4690,1690,1455,2690,1300,185,,,Benzina,1998,113,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,1260,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,1280,185,,,Benzina,1998,123,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,,185,,,Benzina,1983,99,4,"87,2",83,Manuale,Posteriore,140,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,1280,185,,,Benzina,1998,123,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,,185,,,Benzina,1983,99,4,"87,2",83,Manuale,Posteriore,140,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,1270,185,,,Benzina,1998,123,6,73,"78,6",Automatico,Posteriore,146,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Diesel,2164,69,4,73,"78,6",Manuale,Posteriore,120,,,,,65
Nissan,Cedric,1967,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Diesel,2164,69,4,73,"78,6",Manuale,Posteriore,120,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,1260,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,1280,185,,,Benzina,1998,123,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,,185,,,Benzina,1983,99,4,"87,2",83,Manuale,Posteriore,140,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Benzina,1973,109,6,73,"78,6",Manuale,Posteriore,150,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,1280,185,,,Benzina,1998,123,6,78,"69,7",Manuale,Posteriore,160,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,,185,,,Benzina,1983,99,4,"87,2",83,Manuale,Posteriore,140,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Diesel,2164,69,4,73,"78,6",Manuale,Posteriore,120,,,,,65
Nissan,Cedric,1966,Berlina,Berlina,5,4690,1690,1455,2690,1320,185,,,Diesel,2164,69,4,73,"78,6",Manuale,Posteriore,120,,,,,65
Nissan,Cedric,1971,Berlina,Berlina,5,4690,1690,1455,2690,1260,185,,,Benzina,1983,98,4,"87,2",83,Manuale,Posteriore,148,,,"12,9","15,1",65
